streetAddress,zipcode,description,latitude,longitude,hasCooling,hasGarage,hasHeating,parkingSpaces,latestPrice,lotSizeSqFt,livingAreaSqFt,numOfBathrooms,numOfBedrooms,numOfStories,pr_sqft
2005 Nestlewood Dr,78754,"2005 Nestlewood Dr, Austin, TX 78754 is a single family home that contains 1,346 sq ft and was built in 2012. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $283,354. The Rent Zestimate for this home is $1,700/mo. ",30.36749268,-97.65368652,1,0,1,0,229995,4356,1346,2,3,1,171
1801 E 16th St,78702,"1801 E 16th St, Austin, TX 78702 is a single family home that contains 882 sq ft and was built in 1920. It contains 2 bedrooms and 1 bathroom. 
 
The Zestimate for this house is $450,471. The Rent Zestimate for this home is $1,895/mo. ",30.27643204,-97.72133636,1,0,1,0,399000,4007,882,1,2,1,452
8328 Summerwood Dr,78759,"Terrific Summerwood townhome w/vaulted ceiling, plank floors, updates!  Master on main level w/2 closets for extra storage.  Kitchen is open to the vaulted ceiling living room. Kitchen features granite counters, stainless appliances and breakfast area. Lots of space in formal living room & upstairs loft + bonus room. Fenced in back patio w/space for seating area & gate access to community green space. New carpet in bedrooms & loft.  Great community-pool, tennis & clubhouse.",30.37380791,-97.74684906,1,1,1,2,380000,3354,1656,2,2,2,229
3517 Roller Xing,78728,"3517 Roller Xing, Austin, TX 78728 is a single family home that contains 2,114 sq ft and was built in 2001. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $370,179. The Rent Zestimate for this home is $1,950/mo. ",30.46248245,-97.6822052,1,1,1,2,350000,4791,2114,3,3,2,166
205 Red Oak Cir,78753,"INVESTORS LOOK HERE!!! Two for the price of one! Front home (unit A) has 3 bedrooms and 2 baths, back home (unit b) features 3 bedrooms and 2 baths. This is a perfect opportunity to have a main house with separate mother in law apartment. Being sold as is.",30.34825706,-97.70096588,1,0,1,0,274900,9099,2216,4,6,1,124
8405 Nicola Trl,78745,"8405 Nicola Trl, Austin, TX 78745 is a single family home that contains 1,770 sq ft and was built in 2013. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $446,805. The Rent Zestimate for this home is $2,250/mo. ",30.194067,-97.82889557,1,0,1,0,375000,5227,1770,3,3,2,212
8300 Wexford Dr,78759,"Stately, tudor-style home less than 1-mile walk to highly-rated Canyon Vista Middle School. Exemplary schools: Laurel Mountain E./Canyon Vista M./Westwood H. In-ground pool in private backyard, mature landscaping-backs to wooded easement. Gas cooking and fireplace. MIL plan on first floor w/attached, FULL BATH. Garage entrance on ground floor.",30.42895126,-97.77983093,1,1,1,2,435000,7884,2118,3,4,2,205
5901 Shanghai Pierce Rd,78749,"5901 Shanghai Pierce Rd, Austin, TX 78749 is a single family home that contains 1,675 sq ft and was built in 1988. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $507,536. The Rent Zestimate for this home is $2,350/mo. ",30.22506714,-97.8633194,1,0,1,0,435000,9452,1675,2,3,1,260
15508 Omro Cv,78717,"Highland Home in Woods of Brushy Creek

",30.48791695,-97.74102783,1,0,1,0,399900,8434,2609,3,4,2,153
9626 Dalewood Dr,78729,"You will love the private oasis that awaits you in the backyard of this home! Custom-built/one-of-a-kind Greek stone BBQ, cabana, stone patio, and tons of shade! This home is tucked away on a 'no outlet' street inside Anderson Mill Village South. Inside the home, you will find updated flooring and countertops with a spacious & open floor plan to promote entertaining inside & out. Bedrooms are very generous; new tile in all three bathrooms; great kitchen counter space & loads of cabinets; massive windows & great natural light throughout this home. The master bedroom suite is huge with an equally large master bath & closet. Close proximity to 183, 620, 45, Apple, & other major employers. Lakeline Mall and other retail shopping and restaurants are also close by.",30.45835114,-97.78578186,1,0,1,0,330000,7000,2084,3,3,2,158
2100 W 10th St,78703,"This newly-renovated gem is all about location - Tarrytown! It's a short distance to Zilker Park, Deep Eddy Pool, Magnolia Cafe, Town Lake, hike & bike trails, public pool, tennis courts, a basketball court and a play area for kids! A 1950s charmer with original hardwood floors and an updated kitchen. The entire house was painted. The backyard is shaded by massive trees. New fencing and landscaping with a sprinkler system on the entire yard. Make this home yours today!",30.28236389,-97.7677002,1,0,1,0,599777,5227,1042,1,3,1,576
4412 Avenue D,78751,"Behind wrought iron gates sits this exceptional home, built in 1927. A significant remodel in 1995, with structural additions, & updated again in 2015, in a more modern design & color palette. Kitchen features quartz countertops, hardwood cabinetry, glass tile backsplash, & stainless steel appliances. Hardwood floors were refinished. Bath features porcelain tile flooring, 2 separate vanities, quartz countertop & backsplash, glass & tile walk-in shower, plus walk-in closets.Detached 2-car garage.",30.30898285,-97.72973633,1,1,1,2,699900,6250,1452,2,3,1,482
13904 Ashton Woods Cir #24,78727,"Well kept 2 story end unit condo with the biggest over-sized yard in the community, high ceiling in the spacious family room, a kitchen with granite counter-tops and plenty of cabinet space, open to the family room, master down with huge walk-in shower and large master closet, a gameroom upstairs for all of your extra entertaining needs, and the home is wired with Cat 5 network!  This gated condo neighborhood has walk paths, benches, and seating area and the HOA covers lawn maintenance.  The condo is conveniently located just north of the Domain & is also close to the Howard Lane commuter rail station for your quick access to downtown Austin!  Come see this amazing condo today!",30.44170761,-97.70454407,1,0,1,0,225000,7840,2144,3,3,2,105
4614 Cypress Bnd,78744,"4614 Cypress Bnd, Austin, TX 78744 is a single family home that contains 1,838 sq ft and was built in 2003. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $317,075. The Rent Zestimate for this home is $1,845/mo. ",30.19914436,-97.73443604,1,0,1,0,269000,6534,1838,3,3,2,146
7020 Via Correto Dr,78749,"Beautiful stone home backing to woods. Hardwood floors, gorgeous & striking 2-story windows, 3 car garage, great floor plan includes guest BR down w/private deck, master up w/TWO closets + sitting/dressing room. Silestone/Stainless center island kitchen. Built-in butler pantry @ dining room.  Game/media room up has balcony with views.  Covered deck off breakfast overlooks Private backyard full of trees. Paver Patio for entertaining. Great schools: Mills, Gorzycki, Bowie. Very lovely property.",30.2178154,-97.88513184,1,0,1,0,525000,9365,2854,3,4,2,184
2104 Kinney Ave,78704,"This classic Zilker home offers high ceilings, wood floors, many updates, and a spacious .21 acre homesite. Other features include 2 bedrooms with tons of storage, a charming sun porch, built-in book shelves, and a bonus room that's perfect for a home office! Located in the heart of 78704 and just steps from dining, entertainment, and shopping.",30.24921227,-97.77049255,1,1,1,2,655000,9321,1428,2,2,1,459
1333 Sawdust Ct,78732,"1333 Sawdust Ct, Austin, TX 78732 is a single family home that contains 3,192 sq ft and was built in 2006. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $644,435. The Rent Zestimate for this home is $3,300/mo. ",30.35760117,-97.90575409,1,1,1,4,550000,10018,3192,3,4,2,172
11112 Kirkland Hill Path,78754,"11112 Kirkland Hill Path, Austin, TX 78754 is a single family home that contains 1,661 sq ft and was built in 2013. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $272,818. The Rent Zestimate for this home is $1,765/mo. ",30.34654808,-97.61869049,1,0,1,0,224900,6272,1661,2,3,1,135
8401 Treehouse Ln,78749,"Fantastic one story remodel in highly sought after Maple Run! Open floorplan w/ new Roof, windows, flooring & more! 3rd bedroom offers double doors & entry perfect for office or flex room. Master suite includes custom built walk-in closet, double granite vanity & walk in shower. New back deck gives a view into the shady backyard garden retreat backing up to a greenbelt maximizing privacy. Quick access to Mopac, shopping, & short distance to downtown & Violet Crown trail! Better hurry, it won't last long!",30.2029438,-97.84484863,1,0,1,0,320000,7797,1188,2,3,1,269
4417 Lost Oasis Holw,78739,"This David Weekley built family home backs to the greenbelt, providing a secluded backyard to garden, play or relax. The naturally lit family room is framed by picture windows, overlooking the back yard. New durable wood styled laminate flooring downstairs. Open floor plan--and the kitchen is open to family room. Center Island, double oven and plenty of cabinet space.  Master retreat is downstairs and enjoys a view of the backyard and greenbelt. A handsome study in front of the house. Second living room upstairs along with three secondary beds and two bathrooms. Walking distance to Bailey Middle School and within a half mile from the community pool.",30.17088127,-97.87432098,1,0,1,0,445000,9931,3045,4,4,2,146
6901 Derby Downs Dr,78747,"Beautiful 2 story house just waiting to be a home to a great family. This great Corner Lot is super close to tons of restaurants, bars, and breweries! Easy access to IH-35 , just minutes away from downtown. Come and make this your home!",30.14975357,-97.74063873,1,1,1,2,247900,4617,2068,3,4,2,120
4621 Muskdeer Dr,78749,"3 bedrooms 2 full baths;Â Well maintained, light-bright single story home with hardwood floors throughout; granite counter tops; large kitchen with enclosed professional-grade refrigerator/freezer, and skylight; plantation shutters on Pella windows; vaulted ceiling; custom vanities in both baths; Master-suite complete with an over-sized walk-in shower and walk-in closet; office area off front can be used as a 4th bedroom. Short walk to Violet Crown trail access and easy access to MoPac and downtown.",30.20465851,-97.85623932,1,0,1,0,440000,6969,2075,2,3,1,212
2005 Val Verde Dr,78732,"Beautiful original owner home. Natural color tones engineered wood and tile flooring. Gourmet style kitchen with 42” cabinets, under counter lighting, granite counters with stone kitchen backsplash and Stainless Steel Appliances. Master and one additional bedroom down. Large media room including wet bar and surround sound. Raised ceilings with crown molding. Windows include Plantation Shutters throughout. Exterior is brick with Texas stone accent, expanded covered patio and cedar deck facing greenbelt.",30.35856628,-97.901474,1,0,1,0,579000,10802,4076,4,5,2,142
4022 Greenhill Pl,78759,"Wonderful home nestled in tree shaded lot. One of 18 homes in the 1965 Parade of Homes. Home has broad roof eaves, clean lines, native rock. The living room as a vaulted ceiling and floor to ceiling glass windows that face south.  This is mirrored by windows facing the beautiful backyard. Master bedroom has his and her bathrooms and a adjacent room that could be used as a study or other purposes. The back yard has large covered area by eaves in addition to a limestone patio and sitting area.",30.37966156,-97.75144958,1,0,1,0,565000,16552.8,2233,3,3,1,253
3703 Eton Ln,78727,"3703 Eton Ln, Austin, TX 78727 is a single family home that contains 1,914 sq ft and was built in 1979. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $529,431. The Rent Zestimate for this home is $2,100/mo. ",30.41324615,-97.72161102,1,0,1,0,429900,8102,1914,3,3,2,225
